,Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?",extra_criteria,Description,Chapter,Section
524,425,Gun law-carring a firearm - 2nd offense,"Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,GUN LAW-CARRING A FIREARM - 2ND OFFENSE,,
525,249,Gun law-carrying a firearm,"Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,Yes,,,GUN LAW-CARRYING A FIREARM,,
526,1309,"Harassment, criminal  Ch. 265 S 43A(a)",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 265 Felony,,"HARASSMENT, CRIMINAL ",265,43A(a)
527,1173,"Harassment, criminal, prevention order violation  Ch. 258E S 9",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,No,Order pursuant Ch 258E,,"HARASSMENT, CRIMINAL, PREVENTION ORDER VIOLATION ",258E,9
528,1636,"Harassment, criminal, subsq.  Ch. 265 S 43A(b)",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,No,Ch 265 Felony,,"HARASSMENT, CRIMINAL, SUBSQ. ",265,43A(b)
529,247,Having a firearm w/o a permit,"Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,HAVING A FIREARM W/O A PERMIT,,
530,254,Having dangerous explosives without a permit,"Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,HAVING DANGEROUS EXPLOSIVES WITHOUT A PERMIT,,
531,1493,Hazing  Ch. 269 S 17,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,HAZING ,269,17
532,1137,"Heroin, being present where kept  Ch. 94C S 35","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"HEROIN, BEING PRESENT WHERE KEPT ",94C,35
533,1133,"Heroin, possess  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"HEROIN, POSSESS ",94C,34
534,1134,"Heroin, possess, subsq. off.  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Felony,,,,,,Yes,,,"HEROIN, POSSESS, SUBSQ. OFF. ",94C,34
535,1109,"Heroin/morphine/opium, trafficking in, 100 to 200 g  Ch. 94C S 32E(c)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9.0,Drugs,5,Felony,,,,,,Yes,,,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN, 100 TO 200 G ",94C,32E(c)(3)
536,1107,"Heroin/morphine/opium, trafficking in, 14 to 28 g  Ch. 94C S 32E(c)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN, 14 TO 28 G ",94C,32E(c)(1)
537,1110,"Heroin/morphine/opium, trafficking in, 200 g or more  Ch. 94C S 32E(c)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",5.0,Motor Vehicle,6,Felony,,,,,,Yes,,,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN, 200 G OR MORE ",94C,32E(c)(4)
538,1108,"Heroin/morphine/opium, trafficking in, 28 to 100 g  Ch. 94C S 32E(c)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN, 28 TO 100 G ",94C,32E(c)(2)
539,43,Home invasion,Other Assaults,2.0,Person,6,Felony,,,,,,Yes,,,HOME INVASION,,
540,1255,Home invasion  Ch. 265 S 18C,Other Assaults,2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,HOME INVASION ,265,18C
541,1256,"Home invasion, subsq. off.  Ch. 265 S 18C",Other Assaults,2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,"HOME INVASION, SUBSQ. OFF. ",265,18C
542,1075,"Hypodermic for drugs, sell to minor  Ch. 94C S 27",Drug Abuse Violations,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"HYPODERMIC FOR DRUGS, SELL TO MINOR ",94C,27
543,1076,"Hypodermic for drugs, sell to minor, subsq. off.  Ch. 94C S 27",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"HYPODERMIC FOR DRUGS, SELL TO MINOR, SUBSQ. OFF. ",94C,27
544,1077,"Hypodermic for drugs, unlicensed sale of  Ch. 94C S 27",Drug Abuse Violations,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"HYPODERMIC FOR DRUGS, UNLICENSED SALE OF ",94C,27
545,1078,"Hypodermic for drugs, unlicensed sale of, subsq. off.  Ch. 94C S 27",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"HYPODERMIC FOR DRUGS, UNLICENSED SALE OF, SUBSQ. OFF. ",94C,27
546,1390,"Identity fraud, intent to pose  Ch. 266 S 37E(c)",Fraud,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"IDENTITY FRAUD, INTENT TO POSE ",266,37E(c)
547,1389,"Identity fraud, pose  Ch. 266 S 37E(b)",Fraud,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"IDENTITY FRAUD, POSE ",266,37E(b)
548,284,Idle and disorderly,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,IDLE AND DISORDERLY,,
549,406,Illegal possession of fireworks,"Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,ILLEGAL POSSESSION OF FIREWORKS,,
550,263,Illegal sale of alcohol to minor,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,ILLEGAL SALE OF ALCOHOL TO MINOR,,
551,180,Immoral soliciting,Prostitution and Commercialized Vice,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,IMMORAL SOLICITING,,
552,194,Incest,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,,,,Yes,,,INCEST,,
553,1509,Incest  Ch. 272 S 17,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,Yes,Yes,,No,178C Sex Offense,,INCEST ,272,17
554,1510,Incest with person under 21  Ch. 272 S 17,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,Yes,Yes,,No,178C Sex Offense,,INCEST WITH PERSON UNDER 21 ,272,17
555,56,Indecent a&b,Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,,,,Yes,,,INDECENT A&B,,
556,1190,Indecent A&B on child under 14  Ch. 265 S 13B,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,INDECENT A&B ON CHILD UNDER 14 ,265,13B
557,51,Indecent a&b on child under 14 years,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,INDECENT A&B ON CHILD UNDER 14 YEARS,,
558,1192,"Indecent A&B on child under 14, aggravated  Ch. 265 S 13B cent 1/2",Sex Offenses (except forcible rape),2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"INDECENT A&B ON CHILD UNDER 14, AGGRAVATED ",265,13B cent 1/2
559,1191,"Indecent A&B on child under 14, subsq. off.  Ch. 265 S 13B 3/4",Sex Offenses (except forcible rape),7.0,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"INDECENT A&B ON CHILD UNDER 14, SUBSQ. OFF. ",265,13B 3/4
560,1202,Indecent A&B on elder 60 or over/disabled  Ch. 265 S 13H,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony,,INDECENT A&B ON ELDER 60 OR OVER/DISABLED ,265,13H
561,1203,Indecent A&B on person 14 or over  Ch. 265 S 13H,Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,Yes,Yes,,No,Ch 265 Felony,,INDECENT A&B ON PERSON 14 OR OVER ,265,13H
562,55,Indecent a&b on retarded person,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,INDECENT A&B ON RETARDED PERSON,,
563,1199,Indecent A&B on retarded person  Ch. 265 S 13F,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony,,INDECENT A&B ON RETARDED PERSON ,265,13F
564,1200,"Indecent A&B on retarded person, subsq. off.  Ch. 265 S 13F",Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,Yes,Yes,,No,Ch 265 Felony,,"INDECENT A&B ON RETARDED PERSON, SUBSQ. OFF. ",265,13F
565,57,"Indecent a&b, 2nd conviction",Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,,,,Yes,,,"INDECENT A&B, 2ND CONVICTION",,
566,46,Indecent assault,Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,,,,Yes,,,INDECENT ASSAULT,,
567,197,Indecent exposure,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,sex-related,INDECENT EXPOSURE,,
568,1535,Indecent Exposure  Ch. 272 S 53,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,No,Ch 123A S 1 Offense,sex-related,INDECENT EXPOSURE ,272,53
569,419,"Infernal machine, possess",All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,"INFERNAL MACHINE, POSSESS",,
570,1494,"Inhale toxic fumes for stupefaction, glue or other  Ch. 270 S 18",Drug Abuse Violations,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"INHALE TOXIC FUMES FOR STUPEFACTION, GLUE OR OTHER ",270,18
571,384,Inhaling toxic vapors,Drug Abuse Violations,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,INHALING TOXIC VAPORS,,
572,278,Interfering with a firefighter,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,INTERFERING WITH A FIREFIGHTER,,
573,285,Interfering with an officer,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,INTERFERING WITH AN OFFICER,,
574,426,Interstate compact  (Use for icja runaways),All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,INTERSTATE COMPACT  (USE FOR ICJA RUNAWAYS),,
575,1617,Interstate Compact for Juveniles (ICJ) - IN  Ch. 119 S 1,All Other Offense (except traffic),37.0,Public Order,0,Misdemeanor,,,,,,Yes,,,INTERSTATE COMPACT FOR JUVENILES (ICJ) - IN ,119,1
576,1619,Interstate Compact for Juveniles (ICJ) - OTHER  Ch. 119 S 1,All Other Offense (except traffic),37.0,Public Order,0,Misdemeanor,,,,,,Yes,,,INTERSTATE COMPACT FOR JUVENILES (ICJ) - OTHER ,119,1
577,1618,Interstate Compact for Juveniles (ICJ) - OUT  Ch. 119 S 1,All Other Offense (except traffic),37.0,Public Order,0,Misdemeanor,,,,,,Yes,,,INTERSTATE COMPACT FOR JUVENILES (ICJ) - OUT ,119,1
578,430,"intimidate juror/witness, or retaliate against",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"INTIMIDATE JUROR/WITNESS, OR RETALIATE AGAINST",,
579,1432,"Intimidate juror/witness, or retaliate against  Ch. 268 S 13B(1)",All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,"INTIMIDATE JUROR/WITNESS, OR RETALIATE AGAINST ",268,13B(1)
580,1652,"Intimidate or confine to steal from depository, or attempt Ch. 265 S 21",All Other Offense (except traffic),7.0,Person,5,Felony,,,,,,No,Ch 265 Felony,,"INTIMIDATE OR CONFINE TO STEAL FROM DEPOSITORY, OR ATTEMPT",265,21
581,95,Intimidating a government witness,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,INTIMIDATING A GOVERNMENT WITNESS,,
582,326,Jaywalking,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,JAYWALKING,,
583,185,Keep house of prostitution,Prostitution and Commercialized Vice,29.0,Public Order,2,Felony,,,,,,Yes,,,KEEP HOUSE OF PROSTITUTION,,
584,79,Kidnapping Ch 265 S 25,All Other Offense (except traffic),12.0,Person,4,Felony,,Yes,,,,No,Ch 265 Felony,,KIDNAPPING CH 265 S 25,,25
585,1288,Kidnapping  Ch. 265 S 26,All Other Offense (except traffic),12.0,Person,4,Felony,,Yes,,,,No,Ch 265 Felony,,KIDNAPPING ,265,26
586,1296,Kidnapping & endangering incompetent or child by relative  Ch. 265 S 26A,All Other Offense (except traffic),18.0,Person,3,Felony,,,,,,No,Ch 265 Felony,endangerment,KIDNAPPING & ENDANGERING INCOMPETENT OR CHILD BY RELATIVE ,265,26A
587,1294,Kidnapping child under age 16  Ch. 265 S 26,All Other Offense (except traffic),7.0,Person,5,Felony,,,,,,No,Ch 265 Felony,,KIDNAPPING CHILD UNDER AGE 16 ,265,26
588,1290,Kidnapping for extortion  Ch. 265 S 26,All Other Offense (except traffic),2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,KIDNAPPING FOR EXTORTION ,265,26
589,1291,"Kidnapping for extortion, armed with firearm  Ch. 265 S 26",All Other Offense (except traffic),2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,"KIDNAPPING FOR EXTORTION, ARMED WITH FIREARM ",265,26
590,1295,Kidnapping incompetent or child by relative  Ch. 265 S 26A,All Other Offense (except traffic),24.0,Person,2,Misdemeanor,,,,,,Yes,,no endangerment,KIDNAPPING INCOMPETENT OR CHILD BY RELATIVE ,265,26A
591,80,Kidnapping of a child,All Other Offense (except traffic),12.0,Person,4,Felony,,,,,,No,178C Sex Offense,,KIDNAPPING OF A CHILD,,
592,1289,"Kidnapping, armed with firearm  Ch. 265 S 26",All Other Offense (except traffic),2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,"KIDNAPPING, ARMED WITH FIREARM ",265,26
593,1293,"Kidnapping, with serious bodily injury, armed with dangerous weapon  Ch. 265 S 26",All Other Offense (except traffic),2.0,Person,6,Felony,,,,,,No,Death or serious bodily injury,,"KIDNAPPING, WITH SERIOUS BODILY INJURY, ARMED WITH DANGEROUS WEAPON ",265,26
594,1292,"Kidnapping, with sexual assault, armed with dangerous weapon  Ch. 265 S 26",All Other Offense (except traffic),2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,"KIDNAPPING, WITH SEXUAL ASSAULT, ARMED WITH DANGEROUS WEAPON ",265,26
595,128,Larceny (misdemeanor),Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,Yes,,,LARCENY (MISDEMEANOR),,
596,130,Larceny <$100 by false pretense (misdemeanor),Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,Yes,,,LARCENY <$100 BY FALSE PRETENSE (MISDEMEANOR),,
597,1355,"Larceny at fire, $10,000 to $50,000  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY AT FIRE, $10,000 TO $50,000 ",266,23
598,1356,"Larceny at fire, $50,000 and over  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY AT FIRE, $50,000 AND OVER ",266,23
599,1354,"Larceny at fire, under $10,000  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY AT FIRE, UNDER $10,000 ",266,23
600,1386,"Larceny by check, over $250, $10,000 to $50,000  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY CHECK, OVER $250, $10,000 TO $50,000 ",266,37
601,1387,"Larceny by check, over $250, $50,000 and over  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY CHECK, OVER $250, $50,000 AND OVER ",266,37
602,1385,"Larceny by check, over $250, under $10,000  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY BY CHECK, OVER $250, UNDER $10,000 ",266,37
603,1384,"Larceny by check, under $250  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,Yes,,,"LARCENY BY CHECK, UNDER $250 ",266,37
604,147,"Larceny by false pretense ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE ($10,000 TO $50,000)",,
605,148,"Larceny by false pretense ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE ($50,000 AND OVER)",,
606,146,"Larceny by false pretense (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE (UNDER $10,000)",,
607,1382,"Larceny by false pretense, over $250, $10,000 to $50,000  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE, OVER $250, $10,000 TO $50,000 ",266,34
608,1383,"Larceny by false pretense, over $250, $50,000 and over  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE, OVER $250, $50,000 AND OVER ",266,34
609,1381,"Larceny by false pretense, over $250, under $10,000  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE, OVER $250, UNDER $10,000 ",266,34
610,1380,"Larceny by false pretense, under $250  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,"LARCENY BY FALSE PRETENSE, UNDER $250 ",266,34
611,1367,"Larceny by single scheme, under $250  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,"LARCENY BY SINGLE SCHEME, UNDER $250 ",266,30(1)
612,144,Larceny from a person,Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,LARCENY FROM A PERSON,,
613,140,Larceny from a person +65,Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,LARCENY FROM A PERSON +65,,
614,409,"Larceny from boat, building, railroad car",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Misdemeanor,,,,,,Yes,,,"LARCENY FROM BOAT, BUILDING, RAILROAD CAR",,
615,1348,"Larceny from boat, building, railroad car, $10,000 to $50,000  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY FROM BOAT, BUILDING, RAILROAD CAR, $10,000 TO $50,000 ",266,20
616,1349,"Larceny from boat, building, railroad car, $50,000 and over  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY FROM BOAT, BUILDING, RAILROAD CAR, $50,000 AND OVER ",266,20
617,1347,"Larceny from boat, building, railroad car, under $10,000  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY FROM BOAT, BUILDING, RAILROAD CAR, UNDER $10,000 ",266,20
618,1368,Larceny from common carrier  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Misdemeanor,,,,,,Yes,,,LARCENY FROM COMMON CARRIER ,266,30(1)
619,142,"Larceny from elder/disabled person ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON ($10,000 TO $50,000)",,
620,143,"Larceny from elder/disabled person ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON ($50,000 AND OVER)",,
621,141,"Larceny from elder/disabled person (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON (UNDER $10,000)",,
622,1370,"Larceny from elder/disabled person, $250 or under  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON, $250 OR UNDER ",266,30(5)
623,1372,"Larceny from elder/disabled person, over $250, $10,000 to $50,000  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON, OVER $250, $10,000 TO $50,000 ",266,30(5)
624,1373,"Larceny from elder/disabled person, over $250, $50,000 and over  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON, OVER $250, $50,000 AND OVER ",266,30(5)
625,1371,"Larceny from elder/disabled person, over $250, under $10,000  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly/Disabled,,"LARCENY FROM ELDER/DISABLED PERSON, OVER $250, UNDER $10,000 ",266,30(5)
626,1357,Larceny from person  Ch. 266 S 25,Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,not on elderly,LARCENY FROM PERSON ,266,25
627,1358,Larceny from person 65 or older  Ch. 266 S 25,Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly,on elderly,LARCENY FROM PERSON 65 OR OLDER ,266,25
628,1359,"Larceny from person 65 or older, subsq. off.  Ch. 266 S 25",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,No,Elderly,on elderly,"LARCENY FROM PERSON 65 OR OLDER, SUBSQ. OFF. ",266,25
629,1352,"Larceny from truck, trailer, or freight container, $10,000 to $50,000  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY FROM TRUCK, TRAILER, OR FREIGHT CONTAINER, $10,000 TO $50,000 ",266,20B
630,1353,"Larceny from truck, trailer, or freight container, $50,000 and over  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY FROM TRUCK, TRAILER, OR FREIGHT CONTAINER, $50,000 AND OVER ",266,20B
631,1351,"Larceny from truck, trailer, or freight container, under $10,000  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY FROM TRUCK, TRAILER, OR FREIGHT CONTAINER, UNDER $10,000 ",266,20B
632,136,"Larceny in a building ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY IN A BUILDING ($10,000 TO $50,000)",,
633,137,"Larceny in a building ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY IN A BUILDING ($50,000 AND OVER)",,
634,138,"Larceny in a building (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY IN A BUILDING (UNDER $10,000)",,
635,129,Larceny less,Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,LARCENY LESS,,
636,133,"Larceny more (felony) ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY MORE (FELONY) ($10,000 TO $50,000)",,
637,134,"Larceny more (felony) ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),14.0,Property,4,Felony,,,,,,Yes,,,"LARCENY MORE (FELONY) ($50,000 AND OVER)",,
638,135,"Larceny more (felony) (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY MORE (FELONY) (UNDER $10,000)",,
639,387,Larceny of a controlled substance,Larceny-Theft (except Motor vehicle theft),21.0,Drugs,3,Felony,,,,,,Yes,,,LARCENY OF A CONTROLLED SUBSTANCE,,
640,139,Larceny of a motor vehicle,Motor Vehicle Theft,26.0,Property,2,Felony,,,,,,Yes,,,LARCENY OF A MOTOR VEHICLE,,
641,1637,Larceny of construction tools  Ch. 266 S 27,Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,LARCENY OF CONSTRUCTION TOOLS ,266,27
642,1638,"Larceny of construction tools, subsq.  Ch. 266 S 27",Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,"LARCENY OF CONSTRUCTION TOOLS, SUBSQ. ",266,27
643,1369,Larceny of firearm  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),14.0,Property,4,Felony,,,,,,Yes,,,LARCENY OF FIREARM ,266,30(1)
644,131,Larceny of property under $100,Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,Yes,,,LARCENY OF PROPERTY UNDER $100,,
645,145,"Larceny of property valued over $100 (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"LARCENY OF PROPERTY VALUED OVER $100 (UNDER $10,000)",,
646,1365,"Larceny over $250, $10,000 to $50,000  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY OVER $250, $10,000 TO $50,000 ",266,30(1)
647,1366,"Larceny over $250, $50,000 and over  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY OVER $250, $50,000 AND OVER ",266,30(1)
648,1364,"Larceny over $250, under $10,000  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"LARCENY OVER $250, UNDER $10,000 ",266,30(1)
649,1363,Larceny under $250  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Misdemeanor,,,,,,Yes,,,LARCENY UNDER $250 ,266,30(1)
650,200,Lascivious and lewd cohabitation,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,LASCIVIOUS AND LEWD COHABITATION,,
651,218,Leaving scene of accident after injuring person-113b,All Other Offense (except traffic),22.0,Motor Vehicle,3,Misdemeanor,,,,,,Yes,,,LEAVING SCENE OF ACCIDENT AFTER INJURING PERSON-113B,,
652,217,Leaving scene of accident after injuring property-113a,All Other Offense (except traffic),22.0,Motor Vehicle,3,Misdemeanor,,,,,,Yes,,,LEAVING SCENE OF ACCIDENT AFTER INJURING PROPERTY-113A,,
653,1536,"Lewd, wanton & lascivious conduct  Ch. 272 S 53",All Other Offense (except traffic),35.0,Public Order,1,Felony,,,,,,No,Ch 123A S 1 Offense,sex-related,"LEWD, WANTON & LASCIVIOUS CONDUCT ",272,53
654,1150,"Liquor ID card/license, false/misuse  Ch. 138 S 34B",Fraud,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"LIQUOR ID CARD/LICENSE, FALSE/MISUSE ",138,34B
655,273,Liquor in possession,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,LIQUOR IN POSSESSION,,
